"SUID","Degree","Edge_type","log2FoldChange","name","Regulatury","selected","SelfLoops","shared name","type"
"92901","5","mRNA-miRNA","-0.852155661005188","MAP2K4","DOWN","false","0","MAP2K4","mRNA"
"92902","0","mRNA-miRNA","1.80229349036984","MPP3","UP","false","0","MPP3","mRNA"
"92903","1","mRNA-miRNA","1.63128642822538","DUSP10","UP","false","0","DUSP10","mRNA"
"92904","14","mRNA-miRNA","1.3828621301992","RAN","UP","false","0","RAN","mRNA"
"92905","11","mRNA-miRNA","1.26476725806933","CDC6","UP","false","0","CDC6","mRNA"
"92906","5","mRNA-miRNA","-1.2719977010752","BTG1","DOWN","false","0","BTG1","mRNA"
"92907","6","mRNA-miRNA","1.89763892170675","PRMT1","UP","false","0","PRMT1","mRNA"
"92908","13","mRNA-miRNA","1.54195438474309","FANCA","UP","false","2","FANCA","mRNA"
"92909","3","mRNA-miRNA","-1.64541913638736","RAB27A","DOWN","false","0","RAB27A","mRNA"
"92910","3","mRNA-miRNA","-1.2373380211199","GNA13","DOWN","false","0","GNA13","mRNA"
"92911","3","mRNA-miRNA","4.627528312772","TRIB3","UP","false","0","TRIB3","mRNA"
"92912","16","mRNA-miRNA","1.87884502056123","CCNE1","UP","false","0","CCNE1","mRNA"
"92913","0","mRNA-miRNA","1.8110499501874","UBXN11","UP","false","0","UBXN11","mRNA"
"92914","76","mRNA-miRNA","1.94205292255609","ECT2","UP","false","0","ECT2","mRNA"
"92915","33","mRNA-miRNA","-0.923555932920613","SMAD4","DOWN","false","0","SMAD4","mRNA"
"92916","8","mRNA-miRNA","1.7789779867272","MCM10","UP","false","0","MCM10","mRNA"
"92917","1","mRNA-miRNA","-1.10887513370993","CCNK","DOWN","false","0","CCNK","mRNA"
"92918","1","mRNA-miRNA","1.37110734011669","MSC","UP","false","0","MSC","mRNA"
"92919","6","mRNA-miRNA","1.7277394831916","NEK6","UP","false","0","NEK6","mRNA"
"92920","4","mRNA-miRNA","1.84416338288068","CCDC85B","UP","false","0","CCDC85B","mRNA"
"92921","15","mRNA-miRNA","2.3671923026354","TRIP13","UP","false","3","TRIP13","mRNA"
"92922","1","mRNA-miRNA","-2.19472777100519","GPRIN2","DOWN","false","0","GPRIN2","mRNA"
"92923","4","mRNA-miRNA","3.97529038898095","MDFI","UP","false","0","MDFI","mRNA"
"92924","0","mRNA-miRNA","3.20371689882262","VSNL1","UP","false","0","VSNL1","mRNA"
"92925","7","mRNA-miRNA","-1.39855759935733","DAZAP2","DOWN","false","1","DAZAP2","mRNA"
"92926","7","mRNA-miRNA","1.42190817896013","PLOD3","UP","false","0","PLOD3","mRNA"
"92927",,"mRNA-miRNA","-4.18175042952741","KHDRBS2","DOWN","false",,"KHDRBS2","mRNA"
"92928","1","mRNA-miRNA","-1.20747107739479","RTN3","DOWN","false","0","RTN3","mRNA"
"92929","54","mRNA-miRNA","1.79951806244425","FASN","UP","false","0","FASN","mRNA"
"92930","2","mRNA-miRNA","-4.73210039485741","CNTFR","DOWN","false","0","CNTFR","mRNA"
"92931","2","mRNA-miRNA","-1.46376142743604","GRAP2","DOWN","false","0","GRAP2","mRNA"
"92932","6","mRNA-miRNA","1.39150045243725","DACH1","UP","false","0","DACH1","mRNA"
"92933","0","mRNA-miRNA","-1.00891733854052","NDUFB1","DOWN","false","0","NDUFB1","mRNA"
"92934","26","mRNA-miRNA","0.980941982733631","TRIM27","UP","false","1","TRIM27","mRNA"
"92935","0","mRNA-miRNA","-4.61435294496672","C2orf88","DOWN","false","0","C2orf88","mRNA"
"92936","1","mRNA-miRNA","1.03148238998334","NUDCD3","UP","false","0","NUDCD3","mRNA"
"92937","13","mRNA-miRNA","4.11042406760922","TRIM29","UP","false","1","TRIM29","mRNA"
"92938","1","mRNA-miRNA","-1.079384122997","ZCCHC10","DOWN","false","0","ZCCHC10","mRNA"
"92939","85","mRNA-miRNA","-2.27045976171144","CDKN1A","DOWN","false","0","CDKN1A","mRNA"
"92940","2","mRNA-miRNA","-4.45461633909216","TEX11","DOWN","false","0","TEX11","mRNA"
"92941","3","mRNA-miRNA","-3.34843294804451","SLC1A1","DOWN","false","0","SLC1A1","mRNA"
"92942","6","mRNA-miRNA","1.82688642294282","TRIP6","UP","false","0","TRIP6","mRNA"
"92943","0","mRNA-miRNA","-2.240008005002","FAM107A","DOWN","false","0","FAM107A","mRNA"
"92944","1","mRNA-miRNA","-0.600938655039402","VTA1","DOWN","false","0","VTA1","mRNA"
"92945","6","mRNA-miRNA","6.64237554425495","SPP1","UP","false","0","SPP1","mRNA"
"92946","56","mRNA-miRNA","1.35292063780592","CDK4","UP","false","0","CDK4","mRNA"
"92947","2","mRNA-miRNA","-1.80670593075275","CALCOCO2","DOWN","false","0","CALCOCO2","mRNA"
"92948","3","mRNA-miRNA","1.97803504485714","GNL3L","UP","false","0","GNL3L","mRNA"
"92949","0","mRNA-miRNA","-6.48315399821352","CD177","DOWN","false","0","CD177","mRNA"
"92950","10","mRNA-miRNA","-1.80552737329466","IKZF3","DOWN","false","0","IKZF3","mRNA"
"92951","15","mRNA-miRNA","0.993319918350039","ACTL6A","UP","false","0","ACTL6A","mRNA"
"92952","2","mRNA-miRNA","1.04136936960366","ENKD1","UP","false","0","ENKD1","mRNA"
"92953","1","mRNA-miRNA","-2.14573181586791","RXRG","DOWN","false","0","RXRG","mRNA"
"92954","7","mRNA-miRNA","2.18799723092143","TEAD4","UP","false","0","TEAD4","mRNA"
"92955","14","mRNA-miRNA","-0.893017530346233","TNIP1","DOWN","false","0","TNIP1","mRNA"
"92956","1","mRNA-miRNA","-1.69411267014475","PLSCR4","DOWN","false","0","PLSCR4","mRNA"
"92957","0","mRNA-miRNA","1.65982322713152","RCN3","UP","false","0","RCN3","mRNA"
"92958","0","mRNA-miRNA","2.25211506342912","PITX1","UP","false","0","PITX1","mRNA"
"92959","5","mRNA-miRNA","-4.78640824323432","USP2","DOWN","false","0","USP2","mRNA"
"92960","1","mRNA-miRNA","1.14095840407209","PRPS1","UP","false","0","PRPS1","mRNA"
"92961",,"mRNA-miRNA","-0.995471404178637","GPBP1L1","DOWN","false",,"GPBP1L1","mRNA"
"92962","3","mRNA-miRNA","0.74200575390852","PRPF3","UP","false","0","PRPF3","mRNA"
"92963","4","mRNA-miRNA","1.61976430060363","CKS2","UP","false","1","CKS2","mRNA"
"92964","18","mRNA-miRNA","1.15083039635625","MCM5","UP","false","0","MCM5","mRNA"
"92965",,"mRNA-miRNA","1.76678724060922","KHDRBS3","UP","false","0","KHDRBS3","mRNA"
"92966",,"mRNA-miRNA","1.91439458277756","RAD54B","UP","false","0","RAD54B","mRNA"
"92967","0","mRNA-miRNA","1.43621732955729","MID1IP1","UP","false","0","MID1IP1","mRNA"
"92968","11","mRNA-miRNA","-2.88612451672364","EYA2","DOWN","false","0","EYA2","mRNA"
"92969","2","mRNA-miRNA","-1.52888059408599","TSPAN3","DOWN","false","0","TSPAN3","mRNA"
"92970","1","mRNA-miRNA","0.874547417645465","OTULIN","UP","false","0","OTULIN","mRNA"
"92971",,"mRNA-miRNA","1.38378960565913","NTNG2","UP","false","0","NTNG2","mRNA"
"92972",,"mRNA-miRNA","-0.898276396260985","MIEF2","DOWN","false","0","MIEF2","mRNA"
"92973","4","mRNA-miRNA","1.73180582879456","NAA10","UP","false","0","NAA10","mRNA"
"92974","0","mRNA-miRNA","-2.51882218076278","NEU4","DOWN","false","0","NEU4","mRNA"
"92975","2","mRNA-miRNA","-1.91637142241756","SEMA4G","DOWN","false","0","SEMA4G","mRNA"
"92976","1","mRNA-miRNA","1.41579314967992","HEYL","UP","false","0","HEYL","mRNA"
"92977","2","mRNA-miRNA","2.18042357365516","PLSCR3","UP","false","0","PLSCR3","mRNA"
"92978","16","mRNA-miRNA","1.91261466811103","PDGFRB","UP","false","0","PDGFRB","mRNA"
"92979","0","mRNA-miRNA","-1.14859253656281","KRT19","DOWN","false","0","KRT19","mRNA"
"92980","0","mRNA-miRNA","-0.903053622795444","MAPK1IP1L","DOWN","false","0","MAPK1IP1L","mRNA"
"92981","0","mRNA-miRNA","-1.8764498272347","VIP","DOWN","false","0","VIP","mRNA"
"92982","62","mRNA-miRNA","-0.968068677267704","MAX","DOWN","false","5","MAX","mRNA"
"92983","3","mRNA-miRNA","3.42977019209785","FOSL1","UP","false","0","FOSL1","mRNA"
"92984","2","mRNA-miRNA","1.48112418136302","SUV39H2","UP","false","0","SUV39H2","mRNA"
"92985","1","mRNA-miRNA","-3.07812504759282","TTR","DOWN","false","0","TTR","mRNA"
"92986","1","mRNA-miRNA","2.04562830516109","WDR62","UP","false","0","WDR62","mRNA"
"92987","1","mRNA-miRNA","-1.14202976886392","MYO15B","DOWN","false","0","MYO15B","mRNA"
"92988","5","mRNA-miRNA","-2.71343893672901","ALDH1A1","DOWN","false","2","ALDH1A1","mRNA"
"92989","1","mRNA-miRNA","1.17466953668509","EIF4EBP1","UP","false","0","EIF4EBP1","mRNA"
"92990","25","mRNA-miRNA","1.94183050305143","MCM2","UP","false","0","MCM2","mRNA"
"92991","10","mRNA-miRNA","1.21572629577613","MCM6","UP","false","0","MCM6","mRNA"
"92992","4","mRNA-miRNA","-1.14079799514168","BAK1","DOWN","false","0","BAK1","mRNA"
"92993","3","mRNA-miRNA","-1.73429850760408","IMPA1","DOWN","false","1","IMPA1","mRNA"
"92994","9","mRNA-miRNA","1.26939029115129","RBL1","UP","false","0","RBL1","mRNA"
"92995","1","mRNA-miRNA","-1.41261178728303","VPS4B","DOWN","false","0","VPS4B","mRNA"
"92996","7","mRNA-miRNA","2.49582536837103","PLAU","UP","false","0","PLAU","mRNA"
"92997","11","mRNA-miRNA","3.02837815869787","SERPINE1","UP","false","1","SERPINE1","mRNA"
"92998","2","mRNA-miRNA","1.52304044114691","PMAIP1","UP","false","0","PMAIP1","mRNA"
"92999","50","mRNA-miRNA","-1.54388349264021","BCL2","DOWN","false","0","BCL2","mRNA"
"93000","11","mRNA-miRNA","-0.900305811704312","BCL2L2","DOWN","false","0","BCL2L2","mRNA"
"93001","5","mRNA-miRNA","-1.45701699049801","BAD","DOWN","false","0","BAD","mRNA"
"93002","22","mRNA-miRNA","-1.53241306654356","BCL2L11","DOWN","false","0","BCL2L11","mRNA"
"93003","254","mRNA-miRNA","1.98506985395848","MYC","UP","false","2","MYC","mRNA"
"93004","3","mRNA-miRNA","-0.973502828708562","CAB39","DOWN","false","0","CAB39","mRNA"
"93005","0","mRNA-miRNA","1.38331650194747","SPC24","UP","false","0","SPC24","mRNA"
"93006","17","mRNA-miRNA","-1.03644525233651","SH3BGRL","DOWN","false","1","SH3BGRL","mRNA"
"93007","60","mRNA-miRNA","-1.11583557859519","ERBB2","DOWN","false","4","ERBB2","mRNA"
"93008","0","mRNA-miRNA","0.90763387116974","DSN1","UP","false","0","DSN1","mRNA"
"93009","0","mRNA-miRNA","1.84290313029276","LSM7","UP","false","0","LSM7","mRNA"
"93010","9","mRNA-miRNA","-0.856777617671968","ARF6","DOWN","false","0","ARF6","mRNA"
"93011","5","mRNA-miRNA","1.01047043832401","RANGAP1","UP","false","0","RANGAP1","mRNA"
"93012","105","mRNA-miRNA","1.40425308110493","CTNNB1","UP","false","0","CTNNB1","mRNA"
"93013","11","mRNA-miRNA","2.5551492722732","PTP4A3","UP","false","0","PTP4A3","mRNA"
"93014","1","mRNA-miRNA","-0.876696973664323","TLK1","DOWN","false","0","TLK1","mRNA"
"93015","9","mRNA-miRNA","1.41299872834041","EIF4A1","UP","false","1","EIF4A1","mRNA"
"93016","7","mRNA-miRNA","-2.72780108353711","EPB41L3","DOWN","false","0","EPB41L3","mRNA"
"93017","0","mRNA-miRNA","1.78205520477546","OSBPL3","UP","false","0","OSBPL3","mRNA"
"93018","3","mRNA-miRNA","1.08806783477012","XPO5","UP","false","0","XPO5","mRNA"
"93019","2","mRNA-miRNA","1.13117762382735","TCOF1","UP","false","0","TCOF1","mRNA"
"93020",,"mRNA-miRNA","-1.12376014764573","KLC4","DOWN","false","0","KLC4","mRNA"
"93021","2","mRNA-miRNA","-1.27093682454975","RHOC","DOWN","false","0","RHOC","mRNA"
"93022","7","mRNA-miRNA","2.60543456705631","CDC25B","UP","false","0","CDC25B","mRNA"
"93023","6","mRNA-miRNA","0.772558656644114","SRPRB","UP","false","0","SRPRB","mRNA"
"93024","7","mRNA-miRNA","1.49919488489375","FANCI","UP","false","0","FANCI","mRNA"
"93025","5","mRNA-miRNA","-2.97784475236366","SGK1","DOWN","false","1","SGK1","mRNA"
"93026","8","mRNA-miRNA","-1.88723874479518","PTP4A1","DOWN","false","0","PTP4A1","mRNA"
"93027","4","mRNA-miRNA","-3.31488466941355","GABARAP","DOWN","false","0","GABARAP","mRNA"
"93028","1","mRNA-miRNA","2.26522303441345","BOP1","UP","false","0","BOP1","mRNA"
"93029","0","mRNA-miRNA","-1.38785957870322","GSKIP","DOWN","false","0","GSKIP","mRNA"
"93030","5","mRNA-miRNA","1.71404439277879","HEATR1","UP","false","0","HEATR1","mRNA"
"93031","4","mRNA-miRNA","1.6441963246067","SLC1A5","UP","false","0","SLC1A5","mRNA"
"93032","7","mRNA-miRNA","1.47292047485206","FBL","UP","false","0","FBL","mRNA"
"93033","3","mRNA-miRNA","0.752049050255629","PSMB1","UP","false","0","PSMB1","mRNA"
"93034","14","mRNA-miRNA","2.47291899222115","SNAI1","UP","false","0","SNAI1","mRNA"
"93035","2","mRNA-miRNA","-2.84908000823919","IGHA1","DOWN","false","0","IGHA1","mRNA"
"93036","5","mRNA-miRNA","-1.29881266536377","GSN","DOWN","false","0","GSN","mRNA"
"93037","4","mRNA-miRNA","1.68919489164412","ATAD3A","UP","false","0","ATAD3A","mRNA"
"93038","3","mRNA-miRNA","-1.76668257699483","SLC16A1","DOWN","false","0","SLC16A1","mRNA"
"93039","0","mRNA-miRNA","-2.84906734139179","IGHA2","DOWN","false","0","IGHA2","mRNA"
"93040","7","mRNA-miRNA","0.848007879977949","UBA2","UP","false","1","UBA2","mRNA"
"93041",,"mRNA-miRNA","-1.92522128522959","KIF5C","DOWN","false","0","KIF5C","mRNA"
"93042","4","mRNA-miRNA","2.70093612003271","S100A9","UP","false","1","S100A9","mRNA"
"93043","7","mRNA-miRNA","1.48304520317289","FSCN1","UP","false","0","FSCN1","mRNA"
"93044","4","mRNA-miRNA","-1.57032929622791","ABCD3","DOWN","false","0","ABCD3","mRNA"
"93045","2","mRNA-miRNA","1.25192838949847","GART","UP","false","0","GART","mRNA"
"93046","1","mRNA-miRNA","-0.922631802955721","SORT1","DOWN","false","0","SORT1","mRNA"
"93047","2","mRNA-miRNA","0.997606093262456","SNRNP70","UP","false","0","SNRNP70","mRNA"
"93048","4","mRNA-miRNA","1.03132260026564","NOLC1","UP","false","0","NOLC1","mRNA"
"93049","0","mRNA-miRNA","-2.23640093032441","CBR1","DOWN","false","0","CBR1","mRNA"
"93050","3","mRNA-miRNA","-2.9119691409945","PAPSS2","DOWN","false","0","PAPSS2","mRNA"
"93051","15","mRNA-miRNA","1.33730132047835","RACGAP1","UP","false","0","RACGAP1","mRNA"
"93052","0","mRNA-miRNA","0.840598558963712","KIAA0930","UP","false","0","KIAA0930","mRNA"
"93053","1","mRNA-miRNA","-2.28387202261778","DDT","DOWN","false","0","DDT","mRNA"
"93054","1","mRNA-miRNA","-1.04394681930602","LSM12","DOWN","false","0","LSM12","mRNA"
"93055","1","mRNA-miRNA","-1.18103337603592","ATP1B3","DOWN","false","0","ATP1B3","mRNA"
"93056","1","mRNA-miRNA","-6.76754139219896","ALPI","DOWN","false","0","ALPI","mRNA"
"93057","91","mRNA-miRNA","1.43005495017018","KIF23","UP","false","0","KIF23","mRNA"
"93058","5","mRNA-miRNA","1.69470575124307","PSMA7","UP","false","0","PSMA7","mRNA"
"93059","3","mRNA-miRNA","1.35003358109733","PCID2","UP","false","0","PCID2","mRNA"
"93060","5","mRNA-miRNA","1.16554873478556","SND1","UP","false","0","SND1","mRNA"
"93061","25","mRNA-miRNA","1.31569220096558","MCM3","UP","false","0","MCM3","mRNA"
"93062","2","mRNA-miRNA","1.75043804281698","CTPS1","UP","false","0","CTPS1","mRNA"
"93063","10","mRNA-miRNA","1.50394803532094","RUVBL2","UP","false","0","RUVBL2","mRNA"
"93064","4","mRNA-miRNA","-0.733844273669985","UBE2L3","DOWN","false","0","UBE2L3","mRNA"
"93065","1","mRNA-miRNA","3.66151682343085","HSP90AA2P","UP","false","0","HSP90AA2P","mRNA"
"93066","8","mRNA-miRNA","-1.03954632609277","TAB2","DOWN","false","2","TAB2","mRNA"
"93067","2","mRNA-miRNA","1.27062287978182","NUP205","UP","false","0","NUP205","mRNA"
"93068","3","mRNA-miRNA","0.972875759852442","TGIF1","UP","false","0","TGIF1","mRNA"
"93069","37","mRNA-miRNA","2.23185133869117","CDKN2A","UP","false","0","CDKN2A","mRNA"
"93070","170","mRNA-miRNA","-1.28354304282326","TP53","DOWN","false","9","TP53","mRNA"
"93071","30","mRNA-miRNA","-1.51592584677156","APC","DOWN","false","0","APC","mRNA"
"93072","20","mRNA-miRNA","2.08595505784143","BRCA2","UP","false","1","BRCA2","mRNA"
"93073","0","mRNA-miRNA","-2.64099560900785","CES3","DOWN","false","0","CES3","mRNA"
"93074","3","mRNA-miRNA","1.24978763820245","AXIN1","UP","false","0","AXIN1","mRNA"
"93075","13","mRNA-miRNA","-1.17235742244406","NCOA1","DOWN","false","0","NCOA1","mRNA"
"93076","8","mRNA-miRNA","-2.58989994819078","THRB","DOWN","false","0","THRB","mRNA"
"93077","18","mRNA-miRNA","1.46083197573855","ATR","UP","false","0","ATR","mRNA"
"93078","1","mRNA-miRNA","0.999654335795472","CSTF1","UP","false","0","CSTF1","mRNA"
"93079","4","mRNA-miRNA","1.48476642569931","CSE1L","UP","false","0","CSE1L","mRNA"
"93080","23","mRNA-miRNA","1.42341817532574","PRKDC","UP","false","3","PRKDC","mRNA"
"93081","3","mRNA-miRNA","0.966734082849933","RBBP7","UP","false","0","RBBP7","mRNA"
"93082","1","mRNA-miRNA","2.2026378654936","XRCC2","UP","false","0","XRCC2","mRNA"
"93083","7","mRNA-miRNA","1.48927911283267","E4F1","UP","false","0","E4F1","mRNA"
"93084","6","mRNA-miRNA","3.67828222526844","BMP7","UP","false","1","BMP7","mRNA"
"93085","5","mRNA-miRNA","1.26640563304209","BID","UP","false","1","BID","mRNA"
"93086","6","mRNA-miRNA","1.00620749416421","ABL2","UP","false","0","ABL2","mRNA"
"93087","1","mRNA-miRNA","1.16022791980453","ANAPC7","UP","false","0","ANAPC7","mRNA"
"93088","33","mRNA-miRNA","-1.72419277308375","FOXA1","DOWN","false","0","FOXA1","mRNA"
"93089","28","mRNA-miRNA","2.14606782254412","E2F1","UP","false","0","E2F1","mRNA"
"93090","5","mRNA-miRNA","2.6497753508475","TFAP2A","UP","false","0","TFAP2A","mRNA"
"93091","8","mRNA-miRNA","0.926177324320156","RASSF1","UP","false","1","RASSF1","mRNA"
"93092","1","mRNA-miRNA","-2.40322913087522","CD79A","DOWN","false","0","CD79A","mRNA"
"93093","56","mRNA-miRNA","1.31330673370083","PCNA","UP","false","1","PCNA","mRNA"
"93094","0","mRNA-miRNA","1.32236898294537","NUFIP1","UP","false","0","NUFIP1","mRNA"
"93095","2","mRNA-miRNA","1.95989620703604","INPP5D","UP","false","0","INPP5D","mRNA"
"93096","8","mRNA-miRNA","-1.79205890016104","PTK2B","DOWN","false","0","PTK2B","mRNA"
"93097","10","mRNA-miRNA","1.22979699229638","NEK2","UP","false","0","NEK2","mRNA"
"93098","1","mRNA-miRNA","-2.26142175037511","ELAVL4","DOWN","false","0","ELAVL4","mRNA"
"93099","3","mRNA-miRNA","1.79747809346701","PARD6A","UP","false","0","PARD6A","mRNA"
"93100","3","mRNA-miRNA","1.58501640909174","SMYD3","UP","false","0","SMYD3","mRNA"
"93101",,"mRNA-miRNA","-1.95127012287848","SCP2","DOWN","false",,"SCP2","mRNA"
"93102","1","mRNA-miRNA","1.51441823749408","KIF4A","UP","false","0","KIF4A","mRNA"
"93103","0","mRNA-miRNA","4.55730397444299","GAD1","UP","false","0","GAD1","mRNA"
"93104","10","mRNA-miRNA","-1.07683261679483","NEDD9","DOWN","false","0","NEDD9","mRNA"
"93105",,"mRNA-miRNA","-1.45671295605252","SORBS2","DOWN","false","0","SORBS2","mRNA"
"93106","4","mRNA-miRNA","-1.97011112936841","CD2AP","DOWN","false","0","CD2AP","mRNA"
"93107","2","mRNA-miRNA","1.3329309364927","TSEN15","UP","false","0","TSEN15","mRNA"
"93108","2","mRNA-miRNA","-1.1588944281485","FOXO4","DOWN","false","0","FOXO4","mRNA"
"93109","0","mRNA-miRNA","1.07446160396504","RGL2","UP","false","0","RGL2","mRNA"
"93110","2","mRNA-miRNA","2.23753812879898","CXCR2","UP","false","0","CXCR2","mRNA"
"93111","6","mRNA-miRNA","-1.08645999781092","MYO5B","DOWN","false","0","MYO5B","mRNA"
"93112","1","mRNA-miRNA","2.54944544291068","NEBL","UP","false","0","NEBL","mRNA"
"93113","2","mRNA-miRNA","1.72439648559528","STX1A","UP","false","0","STX1A","mRNA"
"93114","1","mRNA-miRNA","0.617730565368862","RNF8","UP","false","0","RNF8","mRNA"
"93115","6","mRNA-miRNA","1.37247774883778","AGO2","UP","false","0","AGO2","mRNA"
"93116","16","mRNA-miRNA","-0.784024227614831","PAK1","DOWN","false","3","PAK1","mRNA"
"93117","16","mRNA-miRNA","1.23935733619882","PLAUR","UP","false","0","PLAUR","mRNA"
"93118","1","mRNA-miRNA","-3.32352524456514","KNG1","DOWN","false","0","KNG1","mRNA"
"93119","9","mRNA-miRNA","2.12545247766763","CEBPB","UP","false","0","CEBPB","mRNA"
"93120","13","mRNA-miRNA","-1.28524747493119","RNF11","DOWN","false","0","RNF11","mRNA"
"93121","3","mRNA-miRNA","-4.21390947030036","CA2","DOWN","false","0","CA2","mRNA"
"93122","9","mRNA-miRNA","-3.64819810032726","PPARGC1A","DOWN","false","0","PPARGC1A","mRNA"
"93123","0","mRNA-miRNA","-1.87360494396637","RASD2","DOWN","false","0","RASD2","mRNA"
"93124","15","mRNA-miRNA","-1.29493062454201","SMAD7","DOWN","false","0","SMAD7","mRNA"
"93125","5","mRNA-miRNA","-1.7865175674839","FOXP2","DOWN","false","1","FOXP2","mRNA"
"93126",,"mRNA-miRNA","2.87429246132232","ARNTL2","UP","false",,"ARNTL2","mRNA"
"93127",,"mRNA-miRNA","-1.16631895467324","FEZ2","DOWN","false",,"FEZ2","mRNA"
"93128","0","mRNA-miRNA","2.59877157187053","HECW1","UP","false","0","HECW1","mRNA"
"93129","3","mRNA-miRNA","-1.22357265903968","PPM1A","DOWN","false","0","PPM1A","mRNA"
"93130","3","mRNA-miRNA","2.27461758010011","SRCIN1","UP","false","0","SRCIN1","mRNA"
"93131","1","mRNA-miRNA","-1.6353522138125","CBX7","DOWN","false","0","CBX7","mRNA"
"93132","8","mRNA-miRNA","-2.5460417013407","CCL5","DOWN","false","0","CCL5","mRNA"
"93133","3","mRNA-miRNA","-1.26252146565448","GNAQ","DOWN","false","0","GNAQ","mRNA"
"93134","4","mRNA-miRNA","2.13287649581083","RGS16","UP","false","0","RGS16","mRNA"
"93135","9","mRNA-miRNA","-1.11214397392253","CTNND1","DOWN","false","0","CTNND1","mRNA"
"93136","1","mRNA-miRNA","2.6039550832663","CDH11","UP","false","0","CDH11","mRNA"
"93137","0","mRNA-miRNA","1.05488993604272","CCNL2","UP","false","0","CCNL2","mRNA"
"93138","1","mRNA-miRNA","-0.993366768316787","SRSF5","DOWN","false","0","SRSF5","mRNA"
"93139","2","mRNA-miRNA","1.13368550499055","RFC2","UP","false","0","RFC2","mRNA"
"93140","3","mRNA-miRNA","1.92627991094935","RFC3","UP","false","0","RFC3","mRNA"
"93141","15","mRNA-miRNA","-1.08448901252306","PSEN1","DOWN","false","1","PSEN1","mRNA"
"93142","4","mRNA-miRNA","2.11129685638851","SLC12A2","UP","false","0","SLC12A2","mRNA"
"93143","1","mRNA-miRNA","-3.31971137640091","MT2A","DOWN","false","0","MT2A","mRNA"
"93144","0","mRNA-miRNA","1.52067020695848","RABEPK","UP","false","0","RABEPK","mRNA"
"93145","10","mRNA-miRNA","1.56250003588692","LIMK1","UP","false","0","LIMK1","mRNA"
"93146","8","mRNA-miRNA","1.27387948865014","PLCG1","UP","false","0","PLCG1","mRNA"
"93147","0","mRNA-miRNA","2.1173929680919","TRPV4","UP","false","0","TRPV4","mRNA"
"93148","0","mRNA-miRNA","-1.30134625571923","SH3RF1","DOWN","false","0","SH3RF1","mRNA"
"93149","3","mRNA-miRNA","1.01769436440693","IGFBP3","UP","false","0","IGFBP3","mRNA"
"93150","13","mRNA-miRNA","2.34852018416749","MMP9","UP","false","0","MMP9","mRNA"
"93151","1","mRNA-miRNA","3.03124719450181","CXCL5","UP","false","0","CXCL5","mRNA"
"93152","8","mRNA-miRNA","2.68026696006924","MYBL2","UP","false","0","MYBL2","mRNA"
"93153","8","mRNA-miRNA","-1.05817641781964","NUMB","DOWN","false","0","NUMB","mRNA"
"93154","1","mRNA-miRNA","-1.86159906228744","AKAP5","DOWN","false","0","AKAP5","mRNA"
"93155","3","mRNA-miRNA","-1.64636702792183","HPSE","DOWN","false","1","HPSE","mRNA"
"93156","15","mRNA-miRNA","1.58355292484062","SUV39H1","UP","false","1","SUV39H1","mRNA"
"93157","24","mRNA-miRNA","1.21201859327","RUNX1","UP","false","0","RUNX1","mRNA"
"93158","9","mRNA-miRNA","1.0423166799954","SMARCC1","UP","false","1","SMARCC1","mRNA"
"93159","2","mRNA-miRNA","0.991814661919532","TFB1M","UP","false","0","TFB1M","mRNA"
"93160","2","mRNA-miRNA","0.924518936121171","GPX1","UP","false","0","GPX1","mRNA"
"93161",,"mRNA-miRNA","-2.4786152252947","KCNQ5","DOWN","false","0","KCNQ5","mRNA"
"93162","2","mRNA-miRNA","-1.25771276320514","TNFRSF1A","DOWN","false","0","TNFRSF1A","mRNA"
"93163",,"mRNA-miRNA","-0.822981099721219","RALBP1","DOWN","false",,"RALBP1","mRNA"
"93164","9","mRNA-miRNA","-2.01267349777764","FASLG","DOWN","false","0","FASLG","mRNA"
"93165","20","mRNA-miRNA","-1.79687669198152","FAS","DOWN","false","1","FAS","mRNA"
"93166","7","mRNA-miRNA","1.15371507940573","TRAF1","UP","false","0","TRAF1","mRNA"
"93167","2","mRNA-miRNA","-1.31175234376367","CASP10","DOWN","false","0","CASP10","mRNA"
"93168","4","mRNA-miRNA","-5.31796650054981","NEUROD1","DOWN","false","0","NEUROD1","mRNA"
"93169","33","mRNA-miRNA","1.32396601729022","DNMT1","UP","false","1","DNMT1","mRNA"
"93170","3","mRNA-miRNA","-2.25266958369954","STMN2","DOWN","false","0","STMN2","mRNA"
"93171","35","mRNA-miRNA","2.09386494968837","PLK1","UP","false","0","PLK1","mRNA"
"93172","0","mRNA-miRNA","6.24170536283212","LY6G6F","UP","false","0","LY6G6F","mRNA"
"93173","13","mRNA-miRNA","-1.29076195455977","TP53INP1","DOWN","false","0","TP53INP1","mRNA"
"93174","4","mRNA-miRNA","0.82309760776969","RHEB","UP","false","0","RHEB","mRNA"
"93175","6","mRNA-miRNA","-1.38739058859033","RAP1A","DOWN","false","0","RAP1A","mRNA"
"93176","3","mRNA-miRNA","1.56234119786307","CDT1","UP","false","0","CDT1","mRNA"
"93177","2","mRNA-miRNA","-1.49220174514233","PLD1","DOWN","false","0","PLD1","mRNA"
"93178","14","mRNA-miRNA","-1.13489211978337","RPS6KA1","DOWN","false","0","RPS6KA1","mRNA"
"93179","5","mRNA-miRNA","-2.06399229406342","SLC9A3R1","DOWN","false","0","SLC9A3R1","mRNA"
