"SUID","Degree","Edge_type","log2FoldChange","name","Regulatury","selected","SelfLoops","shared name","type"
"94053","0","mRNA-miRNA","4.03714391055236","NDP","UP","false","0","NDP","mRNA"
"94054",,"mRNA-miRNA","-1.18350466122057","NT5C3A","DOWN","false","0","NT5C3A","mRNA"
"94055","1","mRNA-miRNA","-3.58680782122501","PBLD","DOWN","false","0","PBLD","mRNA"
"94056","0","mRNA-miRNA","-0.953896254542266","PIGV","DOWN","false","0","PIGV","mRNA"
"94057","2","mRNA-miRNA","-0.68863961154403","PPA2","DOWN","false","0","PPA2","mRNA"
"94058",,"mRNA-miRNA","1.40762259754154","DPCD","UP","false",,"DPCD","mRNA"
"94059","0","mRNA-miRNA","1.43967111761971","TROAP","UP","false","0","TROAP","mRNA"
"94060","1","mRNA-miRNA","-1.12055310479732","MED9","DOWN","false","0","MED9","mRNA"
"94061","0","mRNA-miRNA","-1.41354052666185","SIPA1L2","DOWN","false","0","SIPA1L2","mRNA"
"94062",,"mRNA-miRNA","1.8723964114169","LZTS3","UP","false",,"LZTS3","mRNA"
"94063","0","mRNA-miRNA","0.864134382517907","MAPKAPK3","UP","false","0","MAPKAPK3","mRNA"
"94064","1","mRNA-miRNA","1.32011431892713","AMER1","UP","false","0","AMER1","mRNA"
"94065","1","mRNA-miRNA","2.70088058478794","KIAA1549","UP","false","0","KIAA1549","mRNA"
"94066","2","mRNA-miRNA","1.169469129759","NUP160","UP","false","0","NUP160","mRNA"
"94067","2","mRNA-miRNA","-1.00317959990868","PLEKHA7","DOWN","false","0","PLEKHA7","mRNA"
"94068",,"mRNA-miRNA","2.33489491909736","CEP72","UP","false","0","CEP72","mRNA"
"94069","1","mRNA-miRNA","2.8174660572395","SNTB1","UP","false","0","SNTB1","mRNA"
"94070",,"mRNA-miRNA","-1.35000027513953","KIAA1671","DOWN","false","0","KIAA1671","mRNA"
"94071","3","mRNA-miRNA","1.83077863586123","KIF14","UP","false","0","KIF14","mRNA"
"94072","4","mRNA-miRNA","3.17708374644244","ZNRF3","UP","false","0","ZNRF3","mRNA"
"94073","3","mRNA-miRNA","-1.86110732114583","LGR4","DOWN","false","0","LGR4","mRNA"
"94074","1","mRNA-miRNA","1.2838464206226","PXDN","UP","false","0","PXDN","mRNA"
"94075","3","mRNA-miRNA","1.99506804040632","RRP9","UP","false","0","RRP9","mRNA"
"94076","1","mRNA-miRNA","-4.58494563643649","ZMAT4","DOWN","false","0","ZMAT4","mRNA"
"94077","2","mRNA-miRNA","1.44099844087106","MORC4","UP","false","0","MORC4","mRNA"
"94078","1","mRNA-miRNA","-1.28819874712037","SH3BP1","DOWN","false","0","SH3BP1","mRNA"
"94079","2","mRNA-miRNA","0.996751928342057","KCTD6","UP","false","0","KCTD6","mRNA"
"94080","3","mRNA-miRNA","-1.14697687141289","SPECC1","DOWN","false","0","SPECC1","mRNA"
"94081","3","mRNA-miRNA","1.12737306188868","DCUN1D5","UP","false","0","DCUN1D5","mRNA"
"94082","1","mRNA-miRNA","1.31883821364405","ECM1","UP","false","0","ECM1","mRNA"
"94083","1","mRNA-miRNA","-1.91636873604238","RNASE4","DOWN","false","0","RNASE4","mRNA"
"94084","2","mRNA-miRNA","1.0853341110268","DUS3L","UP","false","0","DUS3L","mRNA"
"94085","1","mRNA-miRNA","0.942837728038172","MIOS","UP","false","0","MIOS","mRNA"
"94086","1","mRNA-miRNA","1.92431695009034","ZP3","UP","false","0","ZP3","mRNA"
"94087","1","mRNA-miRNA","2.45916497269368","TNFSF9","UP","false","0","TNFSF9","mRNA"
"94088","1","mRNA-miRNA","-0.806671579067635","ANKMY2","DOWN","false","0","ANKMY2","mRNA"
"94089","1","mRNA-miRNA","-0.787302513986267","ARCN1","DOWN","false","0","ARCN1","mRNA"
"94090","4","mRNA-miRNA","-1.10572489317307","ARFIP1","DOWN","false","0","ARFIP1","mRNA"
"94091",,"mRNA-miRNA","-1.80284782889945","PDE3A","DOWN","false",,"PDE3A","mRNA"
"94092","4","mRNA-miRNA","-1.37530377185448","PLOD2","DOWN","false","0","PLOD2","mRNA"
"94093","1","mRNA-miRNA","1.46511410222184","GINS2","UP","false","0","GINS2","mRNA"
"94094","4","mRNA-miRNA","2.1793124500095","WDR4","UP","false","0","WDR4","mRNA"
"94095","0","mRNA-miRNA","1.49086048692911","METTL1","UP","false","0","METTL1","mRNA"
"94096","2","mRNA-miRNA","-1.16924376755557","PACSIN2","DOWN","false","0","PACSIN2","mRNA"
"94097","3","mRNA-miRNA","-2.05722383368745","PLS1","DOWN","false","0","PLS1","mRNA"
"94098","1","mRNA-miRNA","1.92563648879138","PUS1","UP","false","0","PUS1","mRNA"
"94099","0","mRNA-miRNA","1.02444323104812","UBFD1","UP","false","0","UBFD1","mRNA"
"94100",,"mRNA-miRNA","-1.28133061216741","PLA2G4A","DOWN","false","0","PLA2G4A","mRNA"
"94101","3","mRNA-miRNA","3.71821085764953","DKK1","UP","false","0","DKK1","mRNA"
"94102","3","mRNA-miRNA","2.53930356613112","AANAT","UP","false","0","AANAT","mRNA"
"94103","1","mRNA-miRNA","-1.76275612053385","EPHA10","DOWN","false","0","EPHA10","mRNA"
"94104","1","mRNA-miRNA","-1.404068508101","CRADD","DOWN","false","0","CRADD","mRNA"
"94105",,"mRNA-miRNA","-0.772215807942583","POLR3GL","DOWN","false",,"POLR3GL","mRNA"
"94106","3","mRNA-miRNA","-1.41602108382985","CCNG2","DOWN","false","0","CCNG2","mRNA"
"94107","1","mRNA-miRNA","-2.83828307909729","EFHC2","DOWN","false","0","EFHC2","mRNA"
"94108","1","mRNA-miRNA","1.22118612346325","EXOSC8","UP","false","0","EXOSC8","mRNA"
"94109",,"mRNA-miRNA","1.01975198223707","C1orf109","UP","false","0","C1orf109","mRNA"
"94110","0","mRNA-miRNA","1.47905188425977","TDO2","UP","false","0","TDO2","mRNA"
"94111","3","mRNA-miRNA","-1.7636979659118","FKBP1B","DOWN","false","1","FKBP1B","mRNA"
"94112",,"mRNA-miRNA","4.83442479397397","OTX1","UP","false",,"OTX1","mRNA"
"94113","0","mRNA-miRNA","1.05395988071437","RBM3","UP","false","0","RBM3","mRNA"
"94114","0","mRNA-miRNA","1.16478029688999","ZNF792","UP","false","0","ZNF792","mRNA"
"94115",,"mRNA-miRNA","4.94175803682929","IL11","UP","false","0","IL11","mRNA"
"94116","1","mRNA-miRNA","-0.981635755315574","CCNDBP1","DOWN","false","0","CCNDBP1","mRNA"
"94117",,"mRNA-miRNA","-1.4579011431205","P2RX4","DOWN","false","0","P2RX4","mRNA"
"94118","1","mRNA-miRNA","-2.86279374465063","PCSK5","DOWN","false","0","PCSK5","mRNA"
"94119",,"mRNA-miRNA","-3.92321448261688","SPINK2","DOWN","false","0","SPINK2","mRNA"
"94120","0","mRNA-miRNA","-2.53849502175181","PDE9A","DOWN","false","0","PDE9A","mRNA"
"94121",,"mRNA-miRNA","-1.10256375017777","SNX4","DOWN","false",,"SNX4","mRNA"
"94122",,"mRNA-miRNA","-1.30630229098824","FAM214A","DOWN","false",,"FAM214A","mRNA"
"94123","1","mRNA-miRNA","-1.82549439554575","MIPOL1","DOWN","false","0","MIPOL1","mRNA"
"94124","0","mRNA-miRNA","1.23269283894383","MTFR2","UP","false","0","MTFR2","mRNA"
"94125","0","mRNA-miRNA","1.99036991938173","AEN","UP","false","0","AEN","mRNA"
"94126","1","mRNA-miRNA","-1.65001385304324","OSGIN1","DOWN","false","0","OSGIN1","mRNA"
"94127","5","mRNA-miRNA","5.66438536518224","MMP3","UP","false","0","MMP3","mRNA"
"94128",,"mRNA-miRNA","1.12416344760236","CPSF4","UP","false",,"CPSF4","mRNA"
"94129","0","mRNA-miRNA","2.38296778469046","ZNF695","UP","false","0","ZNF695","mRNA"
"94130","0","mRNA-miRNA","4.33112626830127","ADAMTS12","UP","false","0","ADAMTS12","mRNA"
"94131","0","mRNA-miRNA","2.89693243141992","IGFN1","UP","false","0","IGFN1","mRNA"
"94132",,"mRNA-miRNA","3.16771998210791","P4HA3","UP","false","0","P4HA3","mRNA"
"94133",,"mRNA-miRNA","1.98525443655876","OTUB2","UP","false",,"OTUB2","mRNA"
"94134",,"mRNA-miRNA","1.62951140644546","UBTD1","UP","false","0","UBTD1","mRNA"
"94135",,"mRNA-miRNA","1.1262396795833","CENPH","UP","false","0","CENPH","mRNA"
"94136","0","mRNA-miRNA","-3.53249739170091","RFX6","DOWN","false","0","RFX6","mRNA"
"94137",,"mRNA-miRNA","1.02065108521591","INO80E","UP","false","0","INO80E","mRNA"
"94138","1","mRNA-miRNA","4.3563004451238","DMRT3","UP","false","0","DMRT3","mRNA"
"94139","1","mRNA-miRNA","1.39128688700475","TBC1D16","UP","false","0","TBC1D16","mRNA"
"94140","0","mRNA-miRNA","-4.12349131984302","TINCR","DOWN","false","0","TINCR","mRNA"
"94141",,"mRNA-miRNA","-2.34035763699403","SDCBP2","DOWN","false","0","SDCBP2","mRNA"
"94142","0","mRNA-miRNA","0.8569092137958","CCDC57","UP","false","0","CCDC57","mRNA"
"94143","0","mRNA-miRNA","-2.78086922372029","A1CF","DOWN","false","0","A1CF","mRNA"
"94144","1","mRNA-miRNA","1.63221730899352","EIF5A2","UP","false","0","EIF5A2","mRNA"
"94145","1","mRNA-miRNA","3.59075924533692","PLEKHN1","UP","false","0","PLEKHN1","mRNA"
"94146","1","mRNA-miRNA","-1.69300313542961","LINC00526","DOWN","false","0","LINC00526","mRNA"
"94147","1","mRNA-miRNA","-1.47061756854993","RNASEL","DOWN","false","0","RNASEL","mRNA"
"94148",,"mRNA-miRNA","-4.42497530042429","SULT1B1","DOWN","false",,"SULT1B1","mRNA"
"94149",,"mRNA-miRNA","-1.4533923352977","FAM102A","DOWN","false",,"FAM102A","mRNA"
"94150","2","mRNA-miRNA","-2.46626426891431","CMTM5","DOWN","false","0","CMTM5","mRNA"
"94151","2","mRNA-miRNA","1.46058374240948","NOL6","UP","false","0","NOL6","mRNA"
"94152",,"mRNA-miRNA","1.68426300930727","NXT1","UP","false","0","NXT1","mRNA"
"94153","1","mRNA-miRNA","-0.913456631506287","SCOC","DOWN","false","0","SCOC","mRNA"
"94154","0","mRNA-miRNA","-1.75311378677795","ASAP3","DOWN","false","0","ASAP3","mRNA"
"94155","1","mRNA-miRNA","1.54838063151107","NPEPL1","UP","false","0","NPEPL1","mRNA"
"94156","1","mRNA-miRNA","4.21252082422274","TGFBI","UP","false","0","TGFBI","mRNA"
"94157",,"mRNA-miRNA","-2.41684096276686","CCNJL","DOWN","false","0","CCNJL","mRNA"
"94158",,"mRNA-miRNA","-3.31321944219201","KRT20","DOWN","false",,"KRT20","mRNA"
"94159",,"mRNA-miRNA","1.93233851604709","CADPS","UP","false","0","CADPS","mRNA"
"94160","1","mRNA-miRNA","3.47894161834083","APLN","UP","false","0","APLN","mRNA"
"94161","0","mRNA-miRNA","-2.11208000317145","FAM189A2","DOWN","false","0","FAM189A2","mRNA"
"94162","0","mRNA-miRNA","1.28681169409332","C1orf216","UP","false","0","C1orf216","mRNA"
"94163","2","mRNA-miRNA","-1.11318082768159","CTDSP2","DOWN","false","0","CTDSP2","mRNA"
"94164",,"mRNA-miRNA","-2.54259150036181","OLFM3","DOWN","false","0","OLFM3","mRNA"
"94165",,"mRNA-miRNA","1.20157908280737","KIF9","UP","false","0","KIF9","mRNA"
"94166",,"mRNA-miRNA","0.823978856345277","C1orf174","UP","false","0","C1orf174","mRNA"
"94167","0","mRNA-miRNA","-3.70895505305782","LGALS9C","DOWN","false","0","LGALS9C","mRNA"
"94168","0","mRNA-miRNA","-2.70571395371595","C4orf19","DOWN","false","0","C4orf19","mRNA"
"94169","1","mRNA-miRNA","-1.19776995816838","PPP1R16B","DOWN","false","0","PPP1R16B","mRNA"
"94170",,"mRNA-miRNA","1.57881726797273","CENPP","UP","false","0","CENPP","mRNA"
"94171","1","mRNA-miRNA","0.817319830856439","PTCD2","UP","false","0","PTCD2","mRNA"
"94172","1","mRNA-miRNA","-2.60078869136861","INPP5J","DOWN","false","0","INPP5J","mRNA"
"94173","4","mRNA-miRNA","-2.48867423929828","PRAP1","DOWN","false","0","PRAP1","mRNA"
"94174",,"mRNA-miRNA","-2.14194698907364","ZNF439","DOWN","false",,"ZNF439","mRNA"
"94175","1","mRNA-miRNA","2.46880402426579","DCDC2B","UP","false","0","DCDC2B","mRNA"
"94176","0","mRNA-miRNA","-1.14838437996105","PHYKPL","DOWN","false","0","PHYKPL","mRNA"
"94177","0","mRNA-miRNA","-2.7345760976357","SLC25A48","DOWN","false","0","SLC25A48","mRNA"
"94178","1","mRNA-miRNA","2.29250450068747","CCL3","UP","false","0","CCL3","mRNA"
"94179","1","mRNA-miRNA","2.82416320918931","HES4","UP","false","0","HES4","mRNA"
"94180","1","mRNA-miRNA","-1.49146515703996","C1orf21","DOWN","false","0","C1orf21","mRNA"
"94181","1","mRNA-miRNA","1.81651166429873","HJURP","UP","false","0","HJURP","mRNA"
"94182","1","mRNA-miRNA","2.30717465462729","ZNF860","UP","false","0","ZNF860","mRNA"
"94183","1","mRNA-miRNA","-1.76861060872984","SAMD9","DOWN","false","0","SAMD9","mRNA"
"94184","1","mRNA-miRNA","-1.19031761084155","C9orf40","DOWN","false","0","C9orf40","mRNA"
"94185","1","mRNA-miRNA","-1.31972598722838","GOT1","DOWN","false","0","GOT1","mRNA"
"94186","1","mRNA-miRNA","1.69476466738647","RELT","UP","false","0","RELT","mRNA"
"94187","1","mRNA-miRNA","-1.64929825301031","ENDOD1","DOWN","false","0","ENDOD1","mRNA"
"94188","2","mRNA-miRNA","-1.10235957811804","SPRYD4","DOWN","false","0","SPRYD4","mRNA"
"94189","1","mRNA-miRNA","-1.40405504617955","NTN4","DOWN","false","0","NTN4","mRNA"
"94190","1","mRNA-miRNA","0.895926700959768","USPL1","UP","false","0","USPL1","mRNA"
"94191","1","mRNA-miRNA","1.11119560411784","KNSTRN","UP","false","0","KNSTRN","mRNA"
"94192","1","mRNA-miRNA","1.45616742762346","GABPB1-AS1","UP","false","0","GABPB1-AS1","mRNA"
"94193","1","mRNA-miRNA","-1.9897021382068","GCOM1","DOWN","false","0","GCOM1","mRNA"
"94194","1","mRNA-miRNA","1.29335353882172","NT5C3B","UP","false","0","NT5C3B","mRNA"
"94195","1","mRNA-miRNA","1.05105273894459","ENOX2","UP","false","0","ENOX2","mRNA"
"94196","0","mRNA-miRNA","6.64750734629422","PTF1A","UP","false","0","PTF1A","mRNA"
"94197","1","mRNA-miRNA","-2.16469828327806","GGT6","DOWN","false","0","GGT6","mRNA"
"94198","1","mRNA-miRNA","-1.16664544696941","HERPUD1","DOWN","false","0","HERPUD1","mRNA"
"94199","2","mRNA-miRNA","-1.04479719660923","NMNAT1","DOWN","false","0","NMNAT1","mRNA"
"94200","0","mRNA-miRNA","1.43184365755642","MSH5","UP","false","0","MSH5","mRNA"
"94201","1","mRNA-miRNA","1.1597634206053","CAPG","UP","false","0","CAPG","mRNA"
"94202",,"mRNA-miRNA","-2.73636300090648","TP53INP2","DOWN","false",,"TP53INP2","mRNA"
"94203","3","mRNA-miRNA","-1.10065208381888","DSG2","DOWN","false","0","DSG2","mRNA"
"94204","3","mRNA-miRNA","1.00706827448864","EIF2B3","UP","false","0","EIF2B3","mRNA"
"94205","4","mRNA-miRNA","-2.29067009655743","LIMA1","DOWN","false","0","LIMA1","mRNA"
"94206","1","mRNA-miRNA","1.70791883504249","TRAPPC5","UP","false","0","TRAPPC5","mRNA"
"94207","1","mRNA-miRNA","1.3597891600441","FGR","UP","false","0","FGR","mRNA"
"94208",,"mRNA-miRNA","0.762045672407564","APBB2","UP","false","0","APBB2","mRNA"
"94209","4","mRNA-miRNA","-1.42318525682813","TGFA","DOWN","false","0","TGFA","mRNA"
"94210","1","mRNA-miRNA","3.15689016032136","PADI1","UP","false","0","PADI1","mRNA"
"94211","2","mRNA-miRNA","2.04868284153175","TOP1MT","UP","false","0","TOP1MT","mRNA"
"94212","0","mRNA-miRNA","-3.28124570979968","MT1E","DOWN","false","0","MT1E","mRNA"
"94213","2","mRNA-miRNA","-1.61924041233531","MYO1D","DOWN","false","0","MYO1D","mRNA"
"94214","1","mRNA-miRNA","-1.23554078141659","CCNYL1","DOWN","false","0","CCNYL1","mRNA"
"94215","0","mRNA-miRNA","2.35641707822779","RBP4","UP","false","0","RBP4","mRNA"
"94216","1","mRNA-miRNA","-0.786322322554362","IMPACT","DOWN","false","0","IMPACT","mRNA"
"94217","0","mRNA-miRNA","-0.910190865260443","PLEKHB2","DOWN","false","0","PLEKHB2","mRNA"
"94218","1","mRNA-miRNA","1.68615712500257","MFGE8","UP","false","0","MFGE8","mRNA"
"94219","1","mRNA-miRNA","-1.32143246265388","GNG5","DOWN","false","0","GNG5","mRNA"
"94220","0","mRNA-miRNA","-0.760567387040183","GBF1","DOWN","false","0","GBF1","mRNA"
"94221","1","mRNA-miRNA","-2.50057883520648","RNF125","DOWN","false","0","RNF125","mRNA"
"94222","5","mRNA-miRNA","3.34223363301241","POTEF","UP","false","0","POTEF","mRNA"
"94223",,"mRNA-miRNA","2.10359828891743","FCGR3B","UP","false",,"FCGR3B","mRNA"
"94224",,"mRNA-miRNA","-2.51045130232277","MAMDC2","DOWN","false",,"MAMDC2","mRNA"
"94225",,"mRNA-miRNA","1.80466188353397","RNASEH2A","UP","false",,"RNASEH2A","mRNA"
"94226","2","mRNA-miRNA","-0.886324215167001","RRAGC","DOWN","false","0","RRAGC","mRNA"
"94227","4","mRNA-miRNA","-1.52445218439748","ADCY9","DOWN","false","0","ADCY9","mRNA"
"94228","2","mRNA-miRNA","-3.21805443483241","LAMA1","DOWN","false","0","LAMA1","mRNA"
"94229","2","mRNA-miRNA","1.68567093026954","ADCY3","UP","false","0","ADCY3","mRNA"
"94230","1","mRNA-miRNA","-0.972991684521543","TMEM179B","DOWN","false","0","TMEM179B","mRNA"
"94231","1","mRNA-miRNA","1.62250239870244","TMEM63A","UP","false","0","TMEM63A","mRNA"
"94232",,"mRNA-miRNA","-1.76904427545406","OSBPL1A","DOWN","false",,"OSBPL1A","mRNA"
"94233",,"mRNA-miRNA","1.15814433663504","TRMT6","UP","false",,"TRMT6","mRNA"
"94234","1","mRNA-miRNA","1.53049215910295","CTU2","UP","false","0","CTU2","mRNA"
"94235","1","mRNA-miRNA","-1.43601082362404","SLC25A20","DOWN","false","0","SLC25A20","mRNA"
"94236",,"mRNA-miRNA","2.43688796561626","EPHB3","UP","false","0","EPHB3","mRNA"
"94237","3","mRNA-miRNA","0.797356634807764","LMBR1","UP","false","0","LMBR1","mRNA"
"94238","6","mRNA-miRNA","-1.79131062328555","GALNT7","DOWN","false","0","GALNT7","mRNA"
"94239",,"mRNA-miRNA","-1.44495493891824","TMEM131","DOWN","false","0","TMEM131","mRNA"
"94240","0","mRNA-miRNA","1.5353652058635","CERCAM","UP","false","0","CERCAM","mRNA"
"94241","1","mRNA-miRNA","2.74618470384371","HAPLN3","UP","false","0","HAPLN3","mRNA"
"94242","0","mRNA-miRNA","-1.52948133636973","BTD","DOWN","false","0","BTD","mRNA"
"94243","0","mRNA-miRNA","1.43424837178548","HYAL2","UP","false","0","HYAL2","mRNA"
"94244","2","mRNA-miRNA","1.27992953077146","TARBP1","UP","false","0","TARBP1","mRNA"
"94245",,"mRNA-miRNA","1.14983969114427","TBRG4","UP","false","0","TBRG4","mRNA"
"94246",,"mRNA-miRNA","-0.878853434200309","ACAD10","DOWN","false",,"ACAD10","mRNA"
"94247","0","mRNA-miRNA","1.33648026155862","EARS2","UP","false","0","EARS2","mRNA"
"94248","0","mRNA-miRNA","-1.20473220218192","SMPDL3B","DOWN","false","0","SMPDL3B","mRNA"
"94249","2","mRNA-miRNA","3.18953192886274","ULBP2","UP","false","0","ULBP2","mRNA"
"94250","1","mRNA-miRNA","-1.92812954424924","SYN2","DOWN","false","0","SYN2","mRNA"
"94251","0","mRNA-miRNA","-1.72280126474756","GNG2","DOWN","false","0","GNG2","mRNA"
"94252","1","mRNA-miRNA","0.862701872010095","CDH13","UP","false","0","CDH13","mRNA"
"94253","2","mRNA-miRNA","-1.59221278387417","NCAM1","DOWN","false","0","NCAM1","mRNA"
"94254","0","mRNA-miRNA","-1.64076032465724","EDIL3","DOWN","false","0","EDIL3","mRNA"
"94255","2","mRNA-miRNA","-0.952594280795238","UGT8","DOWN","false","0","UGT8","mRNA"
"94256","2","mRNA-miRNA","-5.13846192769532","SULT1A2","DOWN","false","0","SULT1A2","mRNA"
"94257","2","mRNA-miRNA","-1.07835080023928","MINPP1","DOWN","false","0","MINPP1","mRNA"
"94258",,"mRNA-miRNA","1.57205079597415","B3GALNT2","UP","false","0","B3GALNT2","mRNA"
"94259","2","mRNA-miRNA","-1.04655638715366","TMEM164","DOWN","false","0","TMEM164","mRNA"
"94260","0","mRNA-miRNA","10.7285307850509","CST2","UP","false","0","CST2","mRNA"
"94261","2","mRNA-miRNA","-3.00259782967288","GPR55","DOWN","false","0","GPR55","mRNA"
"94262",,"mRNA-miRNA","-1.63064119627051","RASSF6","DOWN","false","0","RASSF6","mRNA"
"94263","1","mRNA-miRNA","-1.20006817473714","VTI1B","DOWN","false","0","VTI1B","mRNA"
"94264","3","mRNA-miRNA","-1.4761540882974","SPECC1L","DOWN","false","0","SPECC1L","mRNA"
"94265","1","mRNA-miRNA","2.76226707937181","NME2P1","UP","false","0","NME2P1","mRNA"
"94266","2","mRNA-miRNA","-1.62921183171052","OGDHL","DOWN","false","0","OGDHL","mRNA"
"94267","1","mRNA-miRNA","1.06702979141795","MOCS3","UP","false","0","MOCS3","mRNA"
"94268","3","mRNA-miRNA","2.81172451148728","STRIP2","UP","false","0","STRIP2","mRNA"
"94269","2","mRNA-miRNA","1.69962853474471","PPP2R3B","UP","false","0","PPP2R3B","mRNA"
"94270","0","mRNA-miRNA","3.06900492731765","RBP1","UP","false","0","RBP1","mRNA"
"94271","0","mRNA-miRNA","1.36396115579204","UBE2T","UP","false","0","UBE2T","mRNA"
"94272","3","mRNA-miRNA","-1.77696970712734","AKR1C2","DOWN","false","0","AKR1C2","mRNA"
"94273","0","mRNA-miRNA","0.796155965933737","MRPL3","UP","false","0","MRPL3","mRNA"
"94274","2","mRNA-miRNA","0.989733066677923","MALSU1","UP","false","0","MALSU1","mRNA"
"94275","2","mRNA-miRNA","-0.721332631033973","KIAA0319L","DOWN","false","0","KIAA0319L","mRNA"
"94276","0","mRNA-miRNA","-1.78366970332927","IGSF3","DOWN","false","0","IGSF3","mRNA"
"94277",,"mRNA-miRNA","-2.97021418157865","LGALS9B","DOWN","false","0","LGALS9B","mRNA"
"94278","0","mRNA-miRNA","1.39981352201941","LUM","UP","false","0","LUM","mRNA"
"94279","1","mRNA-miRNA","-1.01776651619977","CMAS","DOWN","false","0","CMAS","mRNA"
"94280","1","mRNA-miRNA","-1.07095013250984","CCDC85C","DOWN","false","0","CCDC85C","mRNA"
"94281","1","mRNA-miRNA","-1.50664236960296","ARSA","DOWN","false","0","ARSA","mRNA"
"94282","3","mRNA-miRNA","-0.97614827220357","PCYOX1","DOWN","false","0","PCYOX1","mRNA"
"94283","1","mRNA-miRNA","1.7243654911419","GALNT18","UP","false","0","GALNT18","mRNA"
"94284","0","mRNA-miRNA","-2.1725108151059","RETSAT","DOWN","false","0","RETSAT","mRNA"
"94285",,"mRNA-miRNA","-1.09649089646021","CCPG1","DOWN","false",,"CCPG1","mRNA"
"94286","6","mRNA-miRNA","-1.99144275070172","C1QTNF9","DOWN","false","0","C1QTNF9","mRNA"
"94287","1","mRNA-miRNA","2.02605854367653","PHKA1","UP","false","0","PHKA1","mRNA"
"94288","4","mRNA-miRNA","1.28601835339777","COL4A2","UP","false","0","COL4A2","mRNA"
"94289","3","mRNA-miRNA","1.25092394831676","COL18A1","UP","false","0","COL18A1","mRNA"
"94290","0","mRNA-miRNA","1.03282572553148","NMNAT3","UP","false","0","NMNAT3","mRNA"
"94291","0","mRNA-miRNA","-2.37846421096469","GNG7","DOWN","false","0","GNG7","mRNA"
"94292","2","mRNA-miRNA","-2.79970326594977","DPF3","DOWN","false","0","DPF3","mRNA"
"94293","2","mRNA-miRNA","1.2151847142691","POLR1E","UP","false","0","POLR1E","mRNA"
"94294","1","mRNA-miRNA","1.66908659014773","RCBTB1","UP","false","0","RCBTB1","mRNA"
"94295","0","mRNA-miRNA","2.04967107944801","FADS1","UP","false","0","FADS1","mRNA"
"94296",,"mRNA-miRNA","5.82687764245592","WNT2","UP","false","0","WNT2","mRNA"
"94297","4","mRNA-miRNA","-2.11469053383903","CD68","DOWN","false","0","CD68","mRNA"
"94298","0","mRNA-miRNA","-1.22767832884257","SLC44A1","DOWN","false","0","SLC44A1","mRNA"
"94299","2","mRNA-miRNA","-2.21117237592552","SLC6A8","DOWN","false","0","SLC6A8","mRNA"
"94300","1","mRNA-miRNA","1.8553693243316","GNB1L","UP","false","0","GNB1L","mRNA"
"94301",,"mRNA-miRNA","2.03694569208242","CTU1","UP","false","0","CTU1","mRNA"
"94302","1","mRNA-miRNA","2.32572570460523","OPCML","UP","false","0","OPCML","mRNA"
"94303","5","mRNA-miRNA","-2.05336210855323","ZZEF1","DOWN","false","0","ZZEF1","mRNA"
"94304","1","mRNA-miRNA","-2.03578350515883","ATP2A3","DOWN","false","0","ATP2A3","mRNA"
"94305",,"mRNA-miRNA","1.65824653436562","RHBDF1","UP","false","0","RHBDF1","mRNA"
"94306","5","mRNA-miRNA","3.27293037888788","SFRP4","UP","false","0","SFRP4","mRNA"
"94307",,"mRNA-miRNA","3.96775629203781","HAGHL","UP","false","0","HAGHL","mRNA"
"94308","3","mRNA-miRNA","1.26858857643913","RBM28","UP","false","0","RBM28","mRNA"
"94309","2","mRNA-miRNA","1.23209578301807","DDX31","UP","false","0","DDX31","mRNA"
"94310","1","mRNA-miRNA","-1.56052150117965","SCAMP2","DOWN","false","0","SCAMP2","mRNA"
"94311",,"mRNA-miRNA","-3.78651549117813","AHCYL2","DOWN","false",,"AHCYL2","mRNA"
"94312","1","mRNA-miRNA","-2.36843780140559","PXMP2","DOWN","false","0","PXMP2","mRNA"
"94313","8","mRNA-miRNA","5.38976289506014","MMP10","UP","false","0","MMP10","mRNA"
"94314","4","mRNA-miRNA","-1.87542612662768","CNNM4","DOWN","false","0","CNNM4","mRNA"
"94315",,"mRNA-miRNA","-1.2957122395612","EXT1","DOWN","false","0","EXT1","mRNA"
"94316","2","mRNA-miRNA","1.54519458180676","MGAT5","UP","false","0","MGAT5","mRNA"
"94317","0","mRNA-miRNA","-1.19718911711106","ECE1","DOWN","false","0","ECE1","mRNA"
"94318",,"mRNA-miRNA","-1.11456535789749","PLXNA2","DOWN","false",,"PLXNA2","mRNA"
"94319",,"mRNA-miRNA","-1.91482973278203","SIAE","DOWN","false","0","SIAE","mRNA"
"94320","1","mRNA-miRNA","-2.15492906321765","CROT","DOWN","false","0","CROT","mRNA"
"94321","2","mRNA-miRNA","-3.58980346446627","HTR3E","DOWN","false","0","HTR3E","mRNA"
"94322","3","mRNA-miRNA","-1.61512927355149","DHRS7","DOWN","false","0","DHRS7","mRNA"
"94323","3","mRNA-miRNA","1.31279091875684","CYP51A1","UP","false","0","CYP51A1","mRNA"
"94324","2","mRNA-miRNA","-2.04685719958984","ACOX1","DOWN","false","0","ACOX1","mRNA"
"94325","1","mRNA-miRNA","0.904430080167606","NUP43","UP","false","0","NUP43","mRNA"
"94326",,"mRNA-miRNA","-0.889339787726757","COX16","DOWN","false","0","COX16","mRNA"
"94327","0","mRNA-miRNA","-2.18882080722595","GK","DOWN","false","0","GK","mRNA"
"94328","1","mRNA-miRNA","1.98712463245772","DSG4","UP","false","0","DSG4","mRNA"
